feature,value,set,chem_prop,tax_pdm,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,alpha,fold
chem_mordred_SddsN,-0.14561,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SaasN,0.24623,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SssssN,-0.04382,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SsOH,-0.01728,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SdO,0.53377,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SssO,0.39682,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SaaO,0.18328,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SdsssP,1.02761,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SaaS,0.08686,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SddssS,0.27877,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SsCl,-1.34548,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SsBr,-0.5026,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_fragCpx,-0.23052,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_fMF,0.90703,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_IC0,0.63346,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_IC1,0.49109,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_TIC1,-0.86468,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_TIC5,-0.06683,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_CIC4,-0.20616,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_CIC5,0.18259,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_MIC0,0.54745,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_MIC1,-1.04997,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_MIC2,-0.17061,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_MIC3,-0.13769,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_ZMIC0,1.73271,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_ZMIC1,-0.1857,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_ZMIC2,0.06717,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_ZMIC3,-0.19646,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_ZMIC4,-0.07332,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_ZMIC5,-0.15054,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_FilterItLogS,-1.40994,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA1,0.10801,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA2,-0.2099,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA3,-0.01563,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA4,-0.33247,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA5,-0.16568,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA6,-0.12251,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA8,-0.10187,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA9,-0.08742,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA10,-0.18507,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA11,-0.15519,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_PEOE_VSA13,-0.0664,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SMR_VSA1,-0.16,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SMR_VSA3,0.22362,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SMR_VSA4,-0.08444,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SMR_VSA6,0.65755,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SMR_VSA7,-0.00688,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SMR_VSA9,-0.2542,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SlogP_VSA1,-0.75855,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SlogP_VSA4,0.27586,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SlogP_VSA5,0.20284,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SlogP_VSA6,0.32296,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SlogP_VSA7,-0.30329,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SlogP_VSA8,0.40402,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SlogP_VSA10,-0.91074,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SlogP_VSA11,0.22593,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_EState_VSA1,-0.94949,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_EState_VSA2,-0.53009,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_EState_VSA3,-0.16884,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_EState_VSA4,0.02908,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_EState_VSA6,-0.02686,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_EState_VSA7,0.02566,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_EState_VSA8,0.13242,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_EState_VSA9,0.7989,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_VSA_EState2,0.41327,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_VSA_EState3,0.34215,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_VSA_EState4,0.19524,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_VSA_EState5,0.24411,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_VSA_EState6,-1.50024,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_VSA_EState7,-0.37302,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_VSA_EState8,-0.63265,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_VSA_EState9,-0.83136,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_piPC1,-0.95037,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_piPC4,0.1714,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_piPC6,-1.05401,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_piPC7,0.41467,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_piPC8,0.34256,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_piPC10,0.1222,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SLogP,-0.25728,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_TopoPSA,-0.03267,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_GGI2,-0.94644,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_GGI3,-0.28618,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_GGI5,0.63784,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_GGI6,0.80848,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_GGI7,-0.29912,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_GGI8,0.21172,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_GGI9,-0.24274,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_GGI10,-0.07649,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI1,-0.10368,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI3,-0.05756,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI4,-0.07207,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI5,0.12052,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI6,-0.21123,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI7,-0.03436,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI8,-0.13917,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI9,0.01723,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGI10,-0.12159,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_JGT10,0.79423,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SRW05,1.57004,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SRW09,-0.49708,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mordred_SRW10,1.15221,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_mp,-0.09674,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_ws,0.15013,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
chem_rdkit_clogp,-0.25728,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,totallyrandom,0.0004,trainvalid
intercept,0.09359,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_ATS2m,-0.05577,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_AATS0i,0.02799,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_ATSC6dv,-0.10704,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_ATSC5m,0.02483,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_ATSC8pe,0.15244,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_ATSC6p,0.08058,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_ATSC3i,0.14485,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_Xch-4d,0.01103,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_Xc-3dv,-0.25856,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_StCH,0.10066,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_SdssC,-0.18341,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_SdssS,0.13738,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_fMF,0.02899,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_MIC4,-0.19542,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_PEOE_VSA3,0.13113,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_PEOE_VSA6,-0.0689,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_PEOE_VSA9,-0.09332,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_SlogP_VSA4,-0.11448,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_EState_VSA7,-0.18153,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_EState_VSA9,-0.20792,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_piPC6,-0.02542,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_SLogP,-0.20199,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_JGI1,0.31465,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_JGI10,-0.14381,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_SRW03,-0.08629,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
chem_mordred_SRW05,-0.00859,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,Mordred,mass,occurrence,0.1,trainvalid
intercept,-3.57859,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
result_conc1_type_F,0.12754,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
result_conc1_type_T,-0.90891,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
test_exposure_type_NR,-0.11609,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
test_exposure_type_R,0.38917,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
test_exposure_type_S,0.14369,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
result_obs_duration_mean,-0.19055,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS017,-1.39073,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS022,-0.54247,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS023,-0.98627,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS024,-0.27312,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS025,0.62142,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS028,-0.2874,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS029,0.66214,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS034,-0.57101,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS035,-0.60739,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS036,0.11907,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS037,0.26622,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS038,-0.50021,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS039,0.11117,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS040,0.11117,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS041,-0.58908,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS042,0.05377,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS043,0.22713,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS044,-0.60739,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS046,-0.46546,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS047,0.00819,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS048,-0.25356,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS049,-0.63487,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS050,0.16821,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS051,0.44744,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS052,1.59507,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS053,-0.86449,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS054,-0.34726,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS055,0.2429,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS056,2.52474,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS057,-0.33287,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS058,0.2429,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS059,-0.69597,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS060,0.66936,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS061,0.66936,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS062,0.46222,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS063,0.6479,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS064,1.15739,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS065,-0.15601,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS066,0.42699,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS067,0.47206,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS069,-1.49302,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS070,-1.1414,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS072,0.43815,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS073,-0.63704,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS074,-0.1831,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS075,-0.21089,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS076,0.36755,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS077,0.98596,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
MACCS078,0.59352,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-2,MACCS,molar,totallyrandom,0.0001,trainvalid
